LAMMPS coordinates for single octadecyl chain on a CdS slab
498	atoms
18	bonds
16	angles
15	dihedrals

6	atom types
1	bond types
1	angle types
1	dihedral types

-5.0 80.0	xlo xhi
-60.0 60.0	ylo yhi
-5.0 80.0	zlo zhi

Masses

1 15.034
2 14.027
3 112.411
4 32.065
5 15.034
6 14.027

Atoms

1	1	2	12.36000	0.00000	13.50000
2	1	2	11.28795	1.08487	13.55786
3	1	2	11.91275	2.48227	13.48079
4	1	2	10.83720	3.57413	13.53997
5	1	2	11.47239	4.96700	13.46376
6	1	2	10.40966	6.07135	13.52473
7	1	2	11.06601	7.45460	13.45026
8	1	2	10.02436	8.57833	13.51404
9	1	2	10.71020	9.94770	13.44186
10	1	2	9.69481	11.09470	13.50879
11	1	2	10.41270	12.44804	13.43936
12	1	2	9.42415	13.61770	13.50964
13	1	2	10.17097	14.95572	13.44233
14	1	2	9.20454	16.14335	13.51509
15	1	2	9.97187	17.46987	13.44950
16	1	2	9.01955	18.66862	13.52385
17	1	2	9.79780	19.98831	13.45893
18	1	1	8.85848	21.18818	13.53344
19   2      3       0.00000 -1.56000 0.00000
20   2      4       0.00000 -1.56000 2.52990
21   2      3       -2.06073 -2.74977 3.37500
22   2      4       -2.06073 -2.74977 -0.84510
23   2      3       -2.06073 -5.12930 0.00000
24   2      4       -2.06073 -5.12930 2.52990
25   2      3       0.00000 -6.31907 3.37500
26   2      4       0.00000 -6.31907 -0.84510
27   2      3       0.00000 -8.69848 0.00000
28   2      4       0.00000 -8.69848 2.52990
29   2      3       -2.06073 -9.88825 3.37500
30   2      4       -2.06073 -9.88825 -0.84510
31   2      3       -2.06073 -12.26778 0.00000
32   2      4       -2.06073 -12.26778 2.52990
33   2      3       0.00000 -13.45755 3.37500
34   2      4       0.00000 -13.45755 -0.84510
35   2      3       0.00000 -1.56000 6.75000
36   2      4       0.00000 -1.56000 9.27990
37   2      3       -2.06073 -2.74977 10.12500
38   2      4       -2.06073 -2.74977 5.90490
39   2      3       -2.06073 -5.12930 6.75000
40   2      4       -2.06073 -5.12930 9.27990
41   2      3       0.00000 -6.31907 10.12500
42   2      4       0.00000 -6.31907 5.90490
43   2      3       0.00000 -8.69848 6.75000
44   2      4       0.00000 -8.69848 9.27990
45   2      3       -2.06073 -9.88825 10.12500
46   2      4       -2.06073 -9.88825 5.90490
47   2      3       -2.06073 -12.26778 6.75000
48   2      4       -2.06073 -12.26778 9.27990
49   2      3       0.00000 -13.45755 10.12500
50   2      4       0.00000 -13.45755 5.90490
51   2      3       0.00000 -1.56000 13.50000
52   2      4       0.00000 -1.56000 16.02990
53   2      3       -2.06073 -2.74977 16.87500
54   2      4       -2.06073 -2.74977 12.65490
55   2      3       -2.06073 -5.12930 13.50000
56   2      4       -2.06073 -5.12930 16.02990
57   2      3       0.00000 -6.31907 16.87500
58   2      4       0.00000 -6.31907 12.65490
59   2      3       0.00000 -8.69848 13.50000
60   2      4       0.00000 -8.69848 16.02990
61   2      3       -2.06073 -9.88825 16.87500
62   2      4       -2.06073 -9.88825 12.65490
63   2      3       -2.06073 -12.26778 13.50000
64   2      4       -2.06073 -12.26778 16.02990
65   2      3       0.00000 -13.45755 16.87500
66   2      4       0.00000 -13.45755 12.65490
67   2      3       0.00000 -1.56000 20.25000
68   2      4       0.00000 -1.56000 22.77990
69   2      3       -2.06073 -2.74977 23.62500
70   2      4       -2.06073 -2.74977 19.40490
71   2      3       -2.06073 -5.12930 20.25000
72   2      4       -2.06073 -5.12930 22.77990
73   2      3       0.00000 -6.31907 23.62500
74   2      4       0.00000 -6.31907 19.40490
75   2      3       0.00000 -8.69848 20.25000
76   2      4       0.00000 -8.69848 22.77990
77   2      3       -2.06073 -9.88825 23.62500
78   2      4       -2.06073 -9.88825 19.40490
79   2      3       -2.06073 -12.26778 20.25000
80   2      4       -2.06073 -12.26778 22.77990
81   2      3       0.00000 -13.45755 23.62500
82   2      4       0.00000 -13.45755 19.40490
83   2      3       0.00000 -1.56000 27.00000
84   2      4       0.00000 -1.56000 29.52990
85   2      3       -2.06073 -2.74977 30.37500
86   2      4       -2.06073 -2.74977 26.15490
87   2      3       -2.06073 -5.12930 27.00000
88   2      4       -2.06073 -5.12930 29.52990
89   2      3       0.00000 -6.31907 30.37500
90   2      4       0.00000 -6.31907 26.15490
91   2      3       0.00000 -8.69848 27.00000
92   2      4       0.00000 -8.69848 29.52990
93   2      3       -2.06073 -9.88825 30.37500
94   2      4       -2.06073 -9.88825 26.15490
95   2      3       -2.06073 -12.26778 27.00000
96   2      4       -2.06073 -12.26778 29.52990
97   2      3       0.00000 -13.45755 30.37500
98   2      4       0.00000 -13.45755 26.15490
99   2      3       4.12000 -1.56000 0.00000
100   2      4       4.12000 -1.56000 2.52990
101   2      3       2.05927 -2.74977 3.37500
102   2      4       2.05927 -2.74977 -0.84510
103   2      3       2.05927 -5.12930 0.00000
104   2      4       2.05927 -5.12930 2.52990
105   2      3       4.12000 -6.31907 3.37500
106   2      4       4.12000 -6.31907 -0.84510
107   2      3       4.12000 -8.69848 0.00000
108   2      4       4.12000 -8.69848 2.52990
109   2      3       2.05927 -9.88825 3.37500
110   2      4       2.05927 -9.88825 -0.84510
111   2      3       2.05927 -12.26778 0.00000
112   2      4       2.05927 -12.26778 2.52990
113   2      3       4.12000 -13.45755 3.37500
114   2      4       4.12000 -13.45755 -0.84510
115   2      3       4.12000 -1.56000 6.75000
116   2      4       4.12000 -1.56000 9.27990
117   2      3       2.05927 -2.74977 10.12500
118   2      4       2.05927 -2.74977 5.90490
119   2      3       2.05927 -5.12930 6.75000
120   2      4       2.05927 -5.12930 9.27990
121   2      3       4.12000 -6.31907 10.12500
122   2      4       4.12000 -6.31907 5.90490
123   2      3       4.12000 -8.69848 6.75000
124   2      4       4.12000 -8.69848 9.27990
125   2      3       2.05927 -9.88825 10.12500
126   2      4       2.05927 -9.88825 5.90490
127   2      3       2.05927 -12.26778 6.75000
128   2      4       2.05927 -12.26778 9.27990
129   2      3       4.12000 -13.45755 10.12500
130   2      4       4.12000 -13.45755 5.90490
131   2      3       4.12000 -1.56000 13.50000
132   2      4       4.12000 -1.56000 16.02990
133   2      3       2.05927 -2.74977 16.87500
134   2      4       2.05927 -2.74977 12.65490
135   2      3       2.05927 -5.12930 13.50000
136   2      4       2.05927 -5.12930 16.02990
137   2      3       4.12000 -6.31907 16.87500
138   2      4       4.12000 -6.31907 12.65490
139   2      3       4.12000 -8.69848 13.50000
140   2      4       4.12000 -8.69848 16.02990
141   2      3       2.05927 -9.88825 16.87500
142   2      4       2.05927 -9.88825 12.65490
143   2      3       2.05927 -12.26778 13.50000
144   2      4       2.05927 -12.26778 16.02990
145   2      3       4.12000 -13.45755 16.87500
146   2      4       4.12000 -13.45755 12.65490
147   2      3       4.12000 -1.56000 20.25000
148   2      4       4.12000 -1.56000 22.77990
149   2      3       2.05927 -2.74977 23.62500
150   2      4       2.05927 -2.74977 19.40490
151   2      3       2.05927 -5.12930 20.25000
152   2      4       2.05927 -5.12930 22.77990
153   2      3       4.12000 -6.31907 23.62500
154   2      4       4.12000 -6.31907 19.40490
155   2      3       4.12000 -8.69848 20.25000
156   2      4       4.12000 -8.69848 22.77990
157   2      3       2.05927 -9.88825 23.62500
158   2      4       2.05927 -9.88825 19.40490
159   2      3       2.05927 -12.26778 20.25000
160   2      4       2.05927 -12.26778 22.77990
161   2      3       4.12000 -13.45755 23.62500
162   2      4       4.12000 -13.45755 19.40490
163   2      3       4.12000 -1.56000 27.00000
164   2      4       4.12000 -1.56000 29.52990
165   2      3       2.05927 -2.74977 30.37500
166   2      4       2.05927 -2.74977 26.15490
167   2      3       2.05927 -5.12930 27.00000
168   2      4       2.05927 -5.12930 29.52990
169   2      3       4.12000 -6.31907 30.37500
170   2      4       4.12000 -6.31907 26.15490
171   2      3       4.12000 -8.69848 27.00000
172   2      4       4.12000 -8.69848 29.52990
173   2      3       2.05927 -9.88825 30.37500
174   2      4       2.05927 -9.88825 26.15490
175   2      3       2.05927 -12.26778 27.00000
176   2      4       2.05927 -12.26778 29.52990
177   2      3       4.12000 -13.45755 30.37500
178   2      4       4.12000 -13.45755 26.15490
179   2      3       8.24000 -1.56000 0.00000
180   2      4       8.24000 -1.56000 2.52990
181   2      3       6.17927 -2.74977 3.37500
182   2      4       6.17927 -2.74977 -0.84510
183   2      3       6.17927 -5.12930 0.00000
184   2      4       6.17927 -5.12930 2.52990
185   2      3       8.24000 -6.31907 3.37500
186   2      4       8.24000 -6.31907 -0.84510
187   2      3       8.24000 -8.69848 0.00000
188   2      4       8.24000 -8.69848 2.52990
189   2      3       6.17927 -9.88825 3.37500
190   2      4       6.17927 -9.88825 -0.84510
191   2      3       6.17927 -12.26778 0.00000
192   2      4       6.17927 -12.26778 2.52990
193   2      3       8.24000 -13.45755 3.37500
194   2      4       8.24000 -13.45755 -0.84510
195   2      3       8.24000 -1.56000 6.75000
196   2      4       8.24000 -1.56000 9.27990
197   2      3       6.17927 -2.74977 10.12500
198   2      4       6.17927 -2.74977 5.90490
199   2      3       6.17927 -5.12930 6.75000
200   2      4       6.17927 -5.12930 9.27990
201   2      3       8.24000 -6.31907 10.12500
202   2      4       8.24000 -6.31907 5.90490
203   2      3       8.24000 -8.69848 6.75000
204   2      4       8.24000 -8.69848 9.27990
205   2      3       6.17927 -9.88825 10.12500
206   2      4       6.17927 -9.88825 5.90490
207   2      3       6.17927 -12.26778 6.75000
208   2      4       6.17927 -12.26778 9.27990
209   2      3       8.24000 -13.45755 10.12500
210   2      4       8.24000 -13.45755 5.90490
211   2      3       8.24000 -1.56000 13.50000
212   2      4       8.24000 -1.56000 16.02990
213   2      3       6.17927 -2.74977 16.87500
214   2      4       6.17927 -2.74977 12.65490
215   2      3       6.17927 -5.12930 13.50000
216   2      4       6.17927 -5.12930 16.02990
217   2      3       8.24000 -6.31907 16.87500
218   2      4       8.24000 -6.31907 12.65490
219   2      3       8.24000 -8.69848 13.50000
220   2      4       8.24000 -8.69848 16.02990
221   2      3       6.17927 -9.88825 16.87500
222   2      4       6.17927 -9.88825 12.65490
223   2      3       6.17927 -12.26778 13.50000
224   2      4       6.17927 -12.26778 16.02990
225   2      3       8.24000 -13.45755 16.87500
226   2      4       8.24000 -13.45755 12.65490
227   2      3       8.24000 -1.56000 20.25000
228   2      4       8.24000 -1.56000 22.77990
229   2      3       6.17927 -2.74977 23.62500
230   2      4       6.17927 -2.74977 19.40490
231   2      3       6.17927 -5.12930 20.25000
232   2      4       6.17927 -5.12930 22.77990
233   2      3       8.24000 -6.31907 23.62500
234   2      4       8.24000 -6.31907 19.40490
235   2      3       8.24000 -8.69848 20.25000
236   2      4       8.24000 -8.69848 22.77990
237   2      3       6.17927 -9.88825 23.62500
238   2      4       6.17927 -9.88825 19.40490
239   2      3       6.17927 -12.26778 20.25000
240   2      4       6.17927 -12.26778 22.77990
241   2      3       8.24000 -13.45755 23.62500
242   2      4       8.24000 -13.45755 19.40490
243   2      3       8.24000 -1.56000 27.00000
244   2      4       8.24000 -1.56000 29.52990
245   2      3       6.17927 -2.74977 30.37500
246   2      4       6.17927 -2.74977 26.15490
247   2      3       6.17927 -5.12930 27.00000
248   2      4       6.17927 -5.12930 29.52990
249   2      3       8.24000 -6.31907 30.37500
250   2      4       8.24000 -6.31907 26.15490
251   2      3       8.24000 -8.69848 27.00000
252   2      4       8.24000 -8.69848 29.52990
253   2      3       6.17927 -9.88825 30.37500
254   2      4       6.17927 -9.88825 26.15490
255   2      3       6.17927 -12.26778 27.00000
256   2      4       6.17927 -12.26778 29.52990
257   2      3       8.24000 -13.45755 30.37500
258   2      4       8.24000 -13.45755 26.15490
259   2      3       12.36000 -1.56000 0.00000
260   2      4       12.36000 -1.56000 2.52990
261   2      3       10.29927 -2.74977 3.37500
262   2      4       10.29927 -2.74977 -0.84510
263   2      3       10.29927 -5.12930 0.00000
264   2      4       10.29927 -5.12930 2.52990
265   2      3       12.36000 -6.31907 3.37500
266   2      4       12.36000 -6.31907 -0.84510
267   2      3       12.36000 -8.69848 0.00000
268   2      4       12.36000 -8.69848 2.52990
269   2      3       10.29927 -9.88825 3.37500
270   2      4       10.29927 -9.88825 -0.84510
271   2      3       10.29927 -12.26778 0.00000
272   2      4       10.29927 -12.26778 2.52990
273   2      3       12.36000 -13.45755 3.37500
274   2      4       12.36000 -13.45755 -0.84510
275   2      3       12.36000 -1.56000 6.75000
276   2      4       12.36000 -1.56000 9.27990
277   2      3       10.29927 -2.74977 10.12500
278   2      4       10.29927 -2.74977 5.90490
279   2      3       10.29927 -5.12930 6.75000
280   2      4       10.29927 -5.12930 9.27990
281   2      3       12.36000 -6.31907 10.12500
282   2      4       12.36000 -6.31907 5.90490
283   2      3       12.36000 -8.69848 6.75000
284   2      4       12.36000 -8.69848 9.27990
285   2      3       10.29927 -9.88825 10.12500
286   2      4       10.29927 -9.88825 5.90490
287   2      3       10.29927 -12.26778 6.75000
288   2      4       10.29927 -12.26778 9.27990
289   2      3       12.36000 -13.45755 10.12500
290   2      4       12.36000 -13.45755 5.90490
291   2      3       12.36000 -1.56000 13.50000
292   2      4       12.36000 -1.56000 16.02990
293   2      3       10.29927 -2.74977 16.87500
294   2      4       10.29927 -2.74977 12.65490
295   2      3       10.29927 -5.12930 13.50000
296   2      4       10.29927 -5.12930 16.02990
297   2      3       12.36000 -6.31907 16.87500
298   2      4       12.36000 -6.31907 12.65490
299   2      3       12.36000 -8.69848 13.50000
300   2      4       12.36000 -8.69848 16.02990
301   2      3       10.29927 -9.88825 16.87500
302   2      4       10.29927 -9.88825 12.65490
303   2      3       10.29927 -12.26778 13.50000
304   2      4       10.29927 -12.26778 16.02990
305   2      3       12.36000 -13.45755 16.87500
306   2      4       12.36000 -13.45755 12.65490
307   2      3       12.36000 -1.56000 20.25000
308   2      4       12.36000 -1.56000 22.77990
309   2      3       10.29927 -2.74977 23.62500
310   2      4       10.29927 -2.74977 19.40490
311   2      3       10.29927 -5.12930 20.25000
312   2      4       10.29927 -5.12930 22.77990
313   2      3       12.36000 -6.31907 23.62500
314   2      4       12.36000 -6.31907 19.40490
315   2      3       12.36000 -8.69848 20.25000
316   2      4       12.36000 -8.69848 22.77990
317   2      3       10.29927 -9.88825 23.62500
318   2      4       10.29927 -9.88825 19.40490
319   2      3       10.29927 -12.26778 20.25000
320   2      4       10.29927 -12.26778 22.77990
321   2      3       12.36000 -13.45755 23.62500
322   2      4       12.36000 -13.45755 19.40490
323   2      3       12.36000 -1.56000 27.00000
324   2      4       12.36000 -1.56000 29.52990
325   2      3       10.29927 -2.74977 30.37500
326   2      4       10.29927 -2.74977 26.15490
327   2      3       10.29927 -5.12930 27.00000
328   2      4       10.29927 -5.12930 29.52990
329   2      3       12.36000 -6.31907 30.37500
330   2      4       12.36000 -6.31907 26.15490
331   2      3       12.36000 -8.69848 27.00000
332   2      4       12.36000 -8.69848 29.52990
333   2      3       10.29927 -9.88825 30.37500
334   2      4       10.29927 -9.88825 26.15490
335   2      3       10.29927 -12.26778 27.00000
336   2      4       10.29927 -12.26778 29.52990
337   2      3       12.36000 -13.45755 30.37500
338   2      4       12.36000 -13.45755 26.15490
339   2      3       16.48000 -1.56000 0.00000
340   2      4       16.48000 -1.56000 2.52990
341   2      3       14.41927 -2.74977 3.37500
342   2      4       14.41927 -2.74977 -0.84510
343   2      3       14.41927 -5.12930 0.00000
344   2      4       14.41927 -5.12930 2.52990
345   2      3       16.48000 -6.31907 3.37500
346   2      4       16.48000 -6.31907 -0.84510
347   2      3       16.48000 -8.69848 0.00000
